headline,Category,Snippet
,Education,"Dec 28, 2015 ... To connect a billion people, India must choose facts over fiction In every society, there are certain basic services that are so important ..."
,Education,"Aug 7, 2024 ... Kanha Tiger Reserve, Madhya Pradesh (Established in 1973). Kanha is renowned for its breathtaking landscapes and is one of the best-maintained ..."
,Education,"Aug 7, 2024 ... Kanha Tiger Reserve, Madhya Pradesh (Established in 1973). Kanha is renowned for its breathtaking landscapes and is one of the best-maintained ..."
,Education,"Bot a joke! Why AI sucks at humour but can fib like a neta. June 25, 2023, 5:00 AM IST. At an ..."
,Education,"Aug 9, 2024 ... Check all the latest updates on upcoming cars & bikes in India. New car launches, reviews, specifications, price and many more details on ..."
,Education,"Jun 2, 2024 ... Air India's 30-hour delayed flight: Many struggled to get check-in bags on arrival in San Francisco ... Passengers on Air India's Delhi-San ..."
,Education,"Jul 16, 2024 ... India News: India has the second highest number of kids who did not receive any vaccine at all in 2023, 1."
,Education,"Jul 12, 2024 ... ​Habits that destroy your mental peace · ​Significant habits that destroy your mental peace · Digital overload · Emotional suppression · People- ..."
,Education,"Jun 22, 2024 ... 1 4 3 heatstroke deaths this year: Health ministry; TOI data puts no. at 209 ... NEW DELHI: The Union health ministry said 143 people across the ..."
,Education,"May 15, 2024 ... 2 COVID cases in the country until May 12. FLiRT, the new COVID variant is circulating fast: All about symptoms, ..."
,Education,"Headlines today: Get news headlines from India and around the world. Today's breaking news on politics, sports, entertainment, business, life style and many ..."
,Education,"Mar 23, 2023 ... The global average for research growth is at 22% between 2017 and 2022. India's research output was the fourth highest worldwide (1.3 million ..."
,Education,"18 hours ago ... Find out the views, opinions, analysis of our experts on entertainment, news, economy, science, spirituality and much more at Times of ..."
,Education,"Aug 9, 2024 ... Latest Technology News and Daily Tech News Updates on Times Of India. Get trending tech news, mobile phones, laptops, reviews, ..."
,Education,Dhan Ki Baat | The impact of IPOs on the Indian markets · Nikki Tamboli's stunning sarees with quirky blouses · Yeh Rishta's Garvita Sadhwani's stylish looks.
,Education,"Feb 24, 2023 ... Since then RBI has raised its key policy rates by 250 basis points (bps). In other words, the Russia-Ukraine war has pushed up repo rate to 3- ..."
,Education,1 day ago ... India's ancient kingdoms and their architectural gems · Brihadeeswarar Temple of the Chola dynasty · Khajuraho Temples of the Chandela dynasty.
,Education,"1 day ago ... The article highlighted ten traditional Indian recipes that utilize leftover curd, showcasing the culinary diversity across the country."
,Education,"Aug 12, 2024 ... India News: The Bharat Ratna award, India's highest civilian honour, has recognized exceptional individuals since 1954, spanning various ..."
,Education,"Aug 9, 2024 ... ICC Rankings · #CountryMatchesRating · 1 AUS30124 · 2 IND26120 · 3 ENG34108 · 4 SA21104 · 5 NZ2296 · 6 PAK1789 · 7 SL1883 ..."
,Education,"Mar 6, 2024 ... India News: NEW DELHI: India in its latest submission to the UN climate body has called for developed countries to provide “at least” $1 ..."
,Education,"6 days ago ... GAMING News: Indian Bikes Driving 3D cheat codes enhance gameplay with a range of vehicles, including Bugatti Chiron and Mahindra Thar, ..."
,Education,"May 29, 2024 ... In the past decade, experts predicted India would produce a Google or Facebook, but it hasn't happened yet. Global capability centres (GCCs) in ..."
,Education,"May 6, 2024 ... ... India as they were tested with cancer causing substances Ethylene oxide. The list of spices include three spice products from two big Indian ..."
,Education,"Check out the latest news in Chennai on The Times of India with a wide range of topics including Chennai's politics, Chennai crime, sports, fashion, Kollywood, ..."
,Education,"Nov 14, 2022 ... The epidemic increase in diabetes in India along with various studies on migrant and native Indians clearly indicate that Indians have an ..."
,Education,"May 29, 2024 ... El Niño, which raises ocean temperatures, along with a high-pressure system blocking moist sea breezes from the Bay of Bengal and Arabian Sea, ..."
,Education,"13 hours ago ... NEW DELHI: In a remarkable feat, Sri Lankan debutant Milan Rathnayake shattered a long-standing Test record by scoring the highest runs by a ..."
,Education,"Apr 2, 2022 ... This March was India's hottest in 122 years ... Last month was the hottest March in India's recorded history since 1901, India Meteorological ..."
,Education,"Jul 20, 2024 ... India News: CrowdStrike's Falcon Sensor update caused a massive IT outage impacting global sectors. Airlines like IndiGo, Akasa Air, ..."
,Education,"Nov 30, 2023 ... India aims to become global education hub, attracting 500,000 foreign students by 2047 says Niti Aayog CEO ... Niti Aayog CEO BVR Subrahmanyam ..."
,Education,"Jul 17, 2024 ... Air India passenger, en route from Jeddah to Delhi on flight AI 992, was arrested for smuggling ₹69 lakh worth of gold."
,Education,"Mar 18, 2024 ... India News: There is a new scam in town even more sophisticated than fake FedEx packages, job offers or money for liking videos."
,Education,"May 31, 2024 ... In Bihar, soaring temperatures exceeding 44 degrees Celsius have resulted in the tragic deaths of at least 19 individuals, including polling ..."
,Education,"Mar 28, 2024 ... India News: Air India terminates a pilot's services and considers filing an FIR for alcohol consumption after flying."
,Education,"Jul 9, 2024 ... Cricket News: Former opener Gautam Gambhir has been appointed as Team India head coach, confirmed BCCI secretary Jay Shah on Tuesday."
,Education,"Jul 18, 2024 ... Cricket News: BCCI and PCB will clash at ICC meetings in Colombo over India's Champions Trophy tour to Pakistan in February 2025."
,Education,"Jul 3, 2024 ... US News: NEW DELHI: The consulate general of India in New York on Wednesday launched a dedicated platform for the Indian students to find ..."
,Education,"May 30, 2024 ... North Indian states like Rajasthan, Haryana, Punjab, and Delhi are facing an intense heatwave with temperatures exceeding 50 degrees Celsius ..."
,Education,"1 day ago ... Jurgen Hardt, German MP and foreign policy spokesperson of the German CDU, spoke with Rudroneel Ghosh, about hot-button geopolitical issues and ..."
,Education,"May 12, 2022 ... But what does this imply for users? ... While VPNs will still remain legal, it will now be regulated in India. Moreover, VPN users are now at the ..."
,Education,"Aug 7, 2024 ... The Narmada River, often referred to as the “Daughter of the Sky” and one of India's holiest rivers, carries with it a tale of love, betrayal, ..."
,Education,"Jul 9, 2024 ... Cricket News: Former opener Gautam Gambhir has been appointed as Team India head coach, confirmed BCCI secretary Jay Shah on Tuesday."
,Education,"Jan 12, 2024 ... 'Europe bought Russian oil via India at record rates in 2023 despite Ukraine war' ... NEW DELHI: In 2023, Europe saw a significant increase in its ..."
,Education,"Jun 10, 2024 ... India gold reserves: Shaktikanta Das, the governor of the Reserve Bank of India, has now explained the rationale behind the decision to bring ..."
,Education,"Jun 28, 2024 ... ... India. About usPrivacy policyTerms of Use and Grievance Redressal Policy. Popular Categories. HeadlinesSports NewsBusiness NewsIndia NewsWorld ..."
,Education,"Jul 21, 2024 ... As another political drama unfolds in Kathmandu, Nepal's transition from a constitutional monarchy to a federal democratic republic looks ..."
,Education,"Aug 9, 2024 ... ... Ahmedabad real estate news, Ahmedabad politics and Live Updates on local Ahmedabad news from Times of India - Ahmedabad news section."
,Entertainment,"Jun 3, 2024 ... India News: India has dispatched a 90-tonne consignment of Active Pharmaceutical Ingredients (APIs) to Cuba to aid in the production of ..."
,Entertainment,"Jul 11, 2024 ... Initial contact: You receive an SMS that appears to be from India Post, informing you that a parcel has arrived at their warehouse but cannot be ..."
,Entertainment,"Jun 27, 2024 ... WWE News: One of the tone-setting events of the year in WWE is almost upon us. Money in the Bank is scheduled for July 6 (US) and July 7 ..."
,Entertainment,"Mar 24, 2024 ... Holi has roots in ancient Indian rituals and agricultural practices. It is also believed to celebrate the fertility festival, the arrival of ..."
,Entertainment,"Mar 24, 2024 ... Holi has roots in ancient Indian rituals and agricultural practices. It is also believed to celebrate the fertility festival, the arrival of ..."
,Entertainment,"Jan 12, 2024 ... 'Europe bought Russian oil via India at record rates in 2023 despite Ukraine war' ... NEW DELHI: In 2023, Europe saw a significant increase in its ..."
,Entertainment,"Jun 10, 2024 ... India gold reserves: Shaktikanta Das, the governor of the Reserve Bank of India, has now explained the rationale behind the decision to bring ..."
,Entertainment,"Catch up on the latest entertainment news, movie reviews, celebrity gossip, and much more with Times of India's entertainment section. Get in-depth coverage ..."
,Entertainment,"Jun 27, 2024 ... WWE News: One of the tone-setting events of the year in WWE is almost upon us. Money in the Bank is scheduled for July 6 (US) and July 7 ..."
,Entertainment,"Aug 9, 2024 ... HeadlinesSports NewsBusiness NewsIndia NewsWorld NewsBollywood NewsHealth+ TipsIndian TV ShowsCelebrity PhotosTechnology News. Hot on the Web."
,Entertainment,"Jul 9, 2024 ... India News: NEW DELHI: India will sign a global 'High Seas Treaty' - called Biodiversity Beyond National Jurisdiction (BBNJ) Agreement ..."
,Entertainment,HeadlinesSports NewsBusiness NewsIndia NewsWorld NewsBollywood NewsHealth+ TipsIndian TV ShowsCelebrity PhotosTechnology News. Hot on the Web. Taapsee Pannu ...
,Entertainment,"Jun 11, 2024 ... India News: Oxford University agrees to return a 500-year-old bronze idol of a saint to India, believed to be stolen from a temple in Tamil ..."
,Entertainment,"Jul 11, 2024 ... Initial contact: You receive an SMS that appears to be from India Post, informing you that a parcel has arrived at their warehouse but cannot be ..."
,Twitter," SP President Akhilesh Yadav tweeted a video and claimed, ""The way an unwanted person of a party present in Kunda was publicly voted for women's votes�"
,Twitter,"Bajrang Dal activist Harsha Nagraj was killed on 19 February in Shivamoga, Karnataka. The situation there was tense after the incident. Section 144 to the administration�"
,Twitter," A graphic is viral on social media. The graphic has a picture of Russia's Defense Minister Sergei Shoigu. And together it is written, ""Indian house and car in Ukraine�"
,Twitter,A screengrab of CNN news channel is viral on social media amidst Ukraine-Russia controversy. The screengrab has a picture of Russia's President Vladimir Putin. And together�
,Twitter,"A video with a caption written in Arabic language on social media is viral. In the video, some people are seen beating a woman. Claimed�"
,Twitter,"On 22 February, there was an atmosphere of communal tension in the Yadadri Bhongir district of Telangana. In Karmanghat area of ??Rachakonda, people of Muslim community of a gauraksha group�"
,Twitter," A picture on social media is being shared as a recent Russian attack on Ukraine. According to the claim, Russia announced 'Military Operation' on Ukraine�"
,Twitter," According to the news, Russia attacked parts of Ukraine. During this time, a picture is viral on social media. Some people in the picture on the knees in the snow�"
,Twitter," In view of the UP elections, a clip of Akhilesh Yadav's interview on social media is viral. Srinivasan Jain, group editor of NDTV channel, asks Akhilesh Yadav, �This too�"
,Twitter,"An audio clip is being shared on WhatsApp. It is being claimed that Jamshed Irani, former Managing Director of Tata Steel and awarded Padma Bhushan Award�"
,Twitter,"A letter written in Punjabi is being shared a lot on social media. With this, it has been claimed that the US -based 'Sikh for Justice' (SFJ) has been in Punjab elections�"
,Twitter,"A video is viral on social media. In the video, the police is seen arresting a person wearing a burqa. Many people shared it with different captions�"
,Twitter,"On February 18, PTI informed that a person in Rajasthan was allegedly arrested for spying for Pakistan. Mohammad Yunus�"
,Twitter,"A 10 -second video of MP from Wayanad, Rahul Gandhi, is being shared on social media, in which he is seen addressing a rally�"
,Twitter," A video of Akhilesh Yadav is being shared a lot on social media. In this, Akhilesh Yadav can be heard saying, �Those who are in law and order�"
,Twitter,"In the colleges of Karnataka, wearing hijab and burqa was banned, against which students are protesting. Amidst all this, a video share on social media�"
,Twitter," On 12 February, there was a report of an incident of alleged sabotage in Suti area of ??Murshidabad district of West Bengal. According to the report, the headmaster in a school has given girls�"
,Twitter,"The picture of a person who insulted the Indian tricolor on WhatsApp is viral. In the picture, a person is standing on it by placing the national flag of India on the ground�."
,Twitter,"A video of Karnataka college was in the news on social media. In the video, a crowd of students wearing saffron to Muskan Khan, a student of PES College, Mandya�"
,Twitter,"On 12 February 2022, Aam Aadmi Party Goa shared a link to a YouTube video on its official Twitter handle. This video is 'sting' of news channel called Hindi Khabar�"
,Twitter,"A video of journalist Rana Ayub is viral on social media. In the video, police and some people are standing around Rana Ayub. And they are being seated in the car�"
,Twitter,A video is viral on social media in which some people wearing military uniforms can be seen breaking mobile phones. And behind these people of wine bottles�
,Twitter,"In the midst of Punjab elections, an infographic is being shared a lot on social media, in which a tweet by Sunita Kejriwal, wife of Delhi Chief Minister Arvind Kejriwal�"
,Twitter,"A man named Kishan Bharwad was murdered in Dhandhuka, Gujarat due to an alleged religious Facebook post. There is a lot of rhetoric about this murder case�"
,Twitter,"Hijab was banned in a college in Karnataka after which Muslim students started protests. Objecting this protest, people with right -wing ideologies also�"
,Twitter,"A video of Samajwadi Party candidate Rajesh Yadav from Katra assembly seat in Shahjahanpur district of Uttar Pradesh is viral on social media. While sharing this, claimed�"
,Twitter,"A video is being shared a lot on WhatsApp. In the video, some women are seen burning a piece of cloth over a water tank. This�"
,Twitter," An alleged statement quoting political analyst Prashant Kishore is viral on social media. According to the statement, �BJP has lost badly in all the states of the country by 2024."
,Twitter,A video is viral on social media. It is being said that the public chased the convoy of Yogi government spokesperson and cabinet minister Shrikant Sharma. In the video�
,Twitter," A video clip is being shared with the claim that an elderly person said in front of Samajwadi Party President Akhilesh Yadav, ""You only built a mosque,�"
,Twitter," Many social media users are posting a picture in which some cars buried in a flyover debris can be seen. According to social media claims, these�"
,Twitter," A screenshot of an alleged tweet of Rashtriya Lok Dal Party national president Jayant Singh is being shared well. According to this, RLD has given Baghpat before the upcoming UP elections�"
,Twitter,A screenshot of the alleged graphic of India TV is being shared a lot on social media. Two statements of Prime Minister Narendra Modi have been quoted in the picture. before�
,Twitter,A 14 -second video is being shared in social media and media. Many BJP leaders targeted Samajwadi Party and Akhilesh Yadav�
,Twitter,"BJP Delhi spokesperson Ajay Sherawat, while sharing a video, claimed that 'Pakistan Zindabad' slogans were raised in the promotion of SP-RLD alliance candidate Neeraj Chaudhary. (Archive�"
,Twitter,A picture is viral on social media in which some people can be seen praying in a room. It is being claimed that this Karnataka�
,Twitter,"On 26 January, BJP leader Suvendu Adhikari tweeted a video in West Bengal. In the video, people should be seen singing the national anthem in front of the flag of Trinamool Congress�"
,Twitter," A video is being shared on social media with different claims. According to these claims, recently the violent performance of RRB-NTPC students in Patna Patna�"
,Twitter,"In 1964, American TV host Arnold Micallis interviewed India's first Prime Minister Jawaharlal Nehru. A clip of this interview on social media (Facebook and Twitter)�"
,Twitter,The picture of an alleged envelope with Samajwadi Party (SP) symbol is viral on social media. A 500 rupee note is kept inside the envelope. Bharatiya Janata Party (BJP) Answer�
,Twitter,"A picture is going viral on social media. In this, the police is seen saving a politician wearing torn clothes. The picture claims that this BJP�"
,Twitter,Assembly elections are going to be held in 5 states of the country in 2022. A lot of claims are being shared on social media regarding these elections. Of these claims�
,Twitter,"A picture of Rahul Gandhi and Priyanka Gandhi Vadra is viral on social media. In the picture, both Congress leaders have caught one book on which 'Yogi Hi to Yogi Hi'�"
,Twitter," In view of the Uttar Pradesh assembly elections, many claims are being shared on social media for some time. During this time, a screenshot of Akhilesh Yadav's alleged tweet�"
,Twitter,"Many social media users are posting a video of Indian Army soldiers, in which 'Joe Bole So Nihal Sat Sri Akal' is seen shouting slogans�."
,Twitter,BJP MP from Gorakhpur Ravi Kishan tweeted a picture. He wrote that he had eaten at the house of a Dalit person in his constituency. Eating in the picture�
,Twitter,"The picture of a newspaper clip on social media is viral. In this clip, a statement has been made quoting BSP chief Mayawati. The title of news is - ""Rebel�"
,Twitter,"A video of Prime Minister Modi's speech is viral on social media. In the video, Prime Minister Modi is targeting the corrupt. This video is the condition of Prime Minister Modi in Goa�"
,Twitter,"On January 17, the Congress shared a promo video for Punjab Chief Minister Charanjit Singh Channi. This video starts with the comment of actor Sonu Sood�."
,Twitter,Many social media users are sharing a video. It is being claimed that Samajwadi Party President Akhilesh Yadav admitted that if Yogi in UP�
,Twitter,"In view of the Uttar Pradesh assembly elections, many kinds of misleading claims are being made on social media. One such poster is viral. While sharing this, claimed�"
,Twitter,"Two pictures are going viral on social media. The first picture is of a CRPF officer who is wearing helmets and uniforms. Also, one in the hands of the officer�"
,Twitter,"Prime Minister Narendra Modi addressed the World Economic Forum (WEF) online Davos Agenda 2022 summit on 17 January. While addressing this program, PM Modi gives speeches�"
,Twitter,"A picture of AIMIM chief Asaduddin Owaisi sitting with RSS chief Mohan Bhagwat is viral on social media. In the picture, both are sitting on a sofa. Share this photo�"
,Twitter," News agency ANI UP/Uttarakhand made a tweet on 16 January. In the tweet, a Noida laborer was quoted as saying, ""We have no work because curfew�"
,Twitter,"A picture of Bhagwant Mann and Arvind Kejriwal are viral on social media. In the picture, both leaders are seen sitting outside a government liquor shop. This picture�"
,Twitter,"A graphic has been shared from many social media accounts of Congress, in which there is a picture of women taking selfies in front of pink buses. Claim in graphic text�"
,Twitter,Different social media handles of the Indian National Congress (INC) shared a picture in which two people from Hindu and Muslim communities stand together with the poster of the party�.
,Twitter,A video of former Prime Minister of India Rajiv Gandhi is viral on social media. This is a footage of coverage of Associated Press of Rajiv Gandhi's Rajghat in 1986�
,Twitter,"BJP and Samajwadi Party are targeting each other in view of the upcoming Uttar Pradesh assembly elections. On social media, both parties criticized each other's tenure and old�"
,Twitter,"A video of the bike rally is viral on social media. In the video, people are hoisting the flag of 'Khalistan' and shouting pro -Khalistan slogans. It is being claimed that�"
,Twitter,"A video of Jammu and Kashmir National Conference leader and former Chief Minister Farooq Abdullah is being shared on social media. In the video, Farooq Abdullah Ram is singing Bhajan�"
,Twitter,"While sharing a video, it is being said that the boy seen in it is Aryan Khan, the son of Shahrukh Khan. In the video, one is seen in a state of intoxication�"
,Twitter,"From the last week of November, many social media users have been sharing two pictures of a Caucasian person. In one of these pictures, this person was seen crying�"
,Twitter,"A video is being shared on social media in which a person's hands and feet have been cut. In the last seconds of the video, this person falls on the ground�"
,Twitter,"Samajwadi Party national spokesperson IP Singh posted a video clip of ABP News broadcast. In the video, anchor is telling that a disabled this time�"
,Twitter,"A graphic of a news channel is viral on social media. In this, the statement of SP leader and former Uttar Pradesh Chief Minister Mulayam Singh Yadav stating breaking news�"
,Twitter," The screenshot of an alleged tweet of News 24 channel is viral on social media. It is written in the tweet - �Akhilesh Yadav Ji News24 has made an inadvertent mistake, we�"
,Twitter,"A program called 'Dharma Sansad' was organized in Haridwar from 17 to 19 December. During this time, people promoting Hindutva massacred the massacre of Muslims�"
,Twitter,"A video is viral on social media. In the video, people allegedly raised anti -Modi slogans in a program of Prime Minister Narendra Modi and Uttar Pradesh Chief Minister Yogi Adityanath�"
,Twitter,"Right -wing Hindutva organizations organized a program called 'Dharma Sansad' or 'Religious Parliament' in Haridwar from 17 to 19 December. There he to ""protect"" India�"
,Twitter,"BJP leader Manjinder Singh Sirsa tweeted a video and claimed that a Hindu woman was kidnapped outside a session court in Umarkot, Sindh-Pakistan�."
,Twitter," A video is being shared on Facebook, Twitter and Instagram, in which a woman is reportedly shown kidnapping the boy. Woman boys�"
,Twitter,"A picture is being shared a lot on social media. In this, Prime Minister Modi is trying to touch the feet of a woman. It is being claimed that�"
,Twitter,"A video of a TV debate is being shared a lot on social media. In the video, anchor questions a penalist that Prime Minister Modi has given Kashi Vishwanath Corridor�"
,Twitter,"Wasim Rizvi, former chairman of Uttar Pradesh Shia Waqf Board, accepted Hinduism on 6 December. In view of this, many social media users surrounded Muslim people�"
,Twitter," On 16 November, BJP pro-Rishi Bagri shared different performance indicators such as unemployment rate, ease of trade (EODB) and gross state domestic product (GSDP). According to the claim�"
,Twitter,"A video on social media platforms is viral. In the video, some people are seen vandalizing the vehicles. BJP flags are also installed on some vehicles. this video�"
,Twitter,A video is quite viral on social media. Azan's voice is heard in the video and people standing on the road are recording the video of it. Share it�
,Twitter,"2 pictures are viral on social media. In the first picture, a person is lying on the hospital bed and some machines are seen around it. At the same time, the second picture News 18�"
,Twitter,"Twitter user @balram_ayodhya shared a picture. In the picture, a police officer can be seen pulling a man's hair. The user tweeted the picture�"
,Twitter,"On December 6, members of the Vishwa Hindu Parishad (VHP) and Bajrang Dal vandalized at St. Joseph Senior Higher Secondary School in Ganj Basoda, Madhya Pradesh. With all�"
,Twitter,"A video of 2 girls is being shared a lot on social media. In the video, both girls are seen drinking alcohol girls in public place�."
,Twitter, Social media users are claiming that Samajwadi Party leader Akhilesh Yadav was one of the 302 people who killed Mohammad Ajmal Aamir Qasab�
,Twitter," According to the report, on 6 December, the All India Hindu Mahasabha, the right -wing group of Mathura, threatened to install the statue of Krishna in the royal Idgah. The same day (6�"
,Twitter,"A video is viral on social media. In the video, some people are seen beating a policeman. While sharing this, it is being said that from Mukhtarganj�"
,Twitter,"On December 8, 13 people, including CDS General Bipin Rawat and his wife, died in the helicopter crash. After this incident, many social media users this claim�"
,Twitter,"On December 4, a special unit of army on a pickup van carrying coal miners from Thiru region in Mon district of Nagaland at 5 pm�"
,Twitter,BJP leader Hariom Pandey shared a picture. He claimed that this is a picture of the Sahitya Sammelan held in Maharashtra. He also wrote that first�
,Twitter,Rashtriya Janata Dal (RJD) chief Lalu Prasad Yadav appeared in Patna's special CBI court on 23 November in connection with the fodder scam in 1996. Court�
,Twitter,The Facebook page Inquilab India has more than three lakh followers. This page posted a video. These videos are in two parts. A female reporter in the first part�
,Twitter,A video is viral on social media in which a person on stage comes to say something in the ear of Uttar Pradesh Chief Minister Yogi Adityanath. But the Chief Minister�
,Twitter,"A video was published by Malayalam news channel Ashiyanat News. In the video, farmers are seen throwing tomatoes. This video is being shared with this claim�"
,Twitter," BJP leaders JP Nadda, Adesh Gupta and Meenakshi Lekhi tweeted some pictures of themselves. These pictures concludes the BJP's campaign ""Slum Samman Yatra"" for the slums�"
,Twitter,The examination was canceled after leaking the paper of Uttar Pradesh Teacher Eligibility Test (UPTET). This exam was going to be held on 28 November. During this time on social media�
,Twitter,"A picture of Akhilesh Yadav's wedding is viral on social media. Late leader Atal Bihari Vajpayee is also seen in the picture. While sharing this, claim it�"
,Twitter," A screenshot of Republic India's broadcast is viral on social media. It reads, ""If the SP wins, the name of Ayodhya will change"". These statements allegedly of Samajwadi Party�"
,Twitter,A video is viral on social media. It is seen in the video that some people are sitting in a room. These people have worn hats related to the Muslim community�.
,Twitter,"A video of a Samajwadi Party program is going viral. In the video, former Uttar Pradesh Chief Minister and Samajwadi Party (SP) National President Akhilesh Yadav on stage�"
,Twitter,"Due to the Uttar Pradesh Legislative Assembly elections to be held in 2022, the BJP government inaugurated several projects in UP. On 25 November, Prime Minister Narendra Modi gave Gautam�"
,Twitter,"Two pictures of Hindu priests are going viral on social media. In the picture on the left side, a priest can be seen drinking alcohol. And on the right�"
,Twitter,"A picture of Aam Aadmi Party billboard is viral on social media. On this board, on the basis of caste and religion in Goa on behalf of Arvind Kejriwal�"
,Twitter,"Prime Minister Narendra Modi inaugurated and launched projects worth more than Rs 6,000 crore in Bundelkhand during a three-day [19-21 November] visit to Uttar Pradesh. I�"
,Twitter,BJP Uttar Pradesh tweeted a video of some people beating a woman on 18 November. It was claimed that this video is from Rajasthan where�
,Twitter,"In the violence in Amravati, Maharashtra, the mob destroyed private and public property. After which curfew was imposed on 14 November. The Hindu�"
,Twitter,A video clip is being shared on social media in which a Hindi song can be heard for 29 seconds. UP elections in 2022 in the song�
,Twitter," Tweeting a video from the Twitter handle of Madhya Pradesh Congress, it was written, ""We condemn this behavior with the Chief Minister."" In the video, Shivraj Singh Chauhan and�"
,Twitter,The screenshot of an alleged tweet by President Ram Nath Kovind is viral on social media. It is written in the tweet - �The comments made by Kangana Ranaut hurt the sentiments of the country�
,Twitter,"A picture is viral on social media. In the picture, some people wearing a cap related to Muslim community are standing while some policemen are cleaning in front of them. Photo�"
,Twitter,"BJP IT cell head Amit Malviya tweeted a video of Congress leader Rashid Alvi on 12 November. In the video, Rashid Alvi can be heard saying this�"
,Twitter,"Many social media users have shared a picture of Bollywood actor Shah Rukh Khan. In the picture, his T-shirt is written on 'Vote for Mim' and a kite logo�"
,Twitter,"The video of a rally on social media is viral. The crowd is shouting slogans in the video. While sharing this, it is being claimed that the Sangh Parivar in Kerala�"
,Twitter,"A video is viral on social media. Hundreds of people are seen shouting slogans in the video. It is being claimed that this video is against the Tripura violence, Kerala�"
,Twitter,"BJP IT cell head Amit Malviya tweeted an 18 -second video of SP leader Akhilesh Yadav. In this tweet, it was claimed that Akhilesh Yadav said�"
,Twitter,"A video is being shared by Tripura, in which it is seen that the settlements are on fire. There were recent communal riots in Tripura in which Muslims�"
,Twitter,"In a video viral viral on social media, some people are beating a person with sharp weapons. It is claimed that these attacks on the Muslim community's house in Tripura�"
,Twitter,"During the communal riots, a video report of the BBC is being shared with the claim that it is of Tripura violence. Tripura�"
,Twitter,"A picture is being shared a lot on social media. In the picture, 2 people are standing with burnt books in hand. It is claimed that this picture of Tripura�"
,Twitter,A video is viral on social media. Crowd is seen in the video. These people are wearing a cap related to Muslim religion. It is claimed that Muslims in Tripura�
,Twitter," Among some people holding the saffron flag, the video of a policeman shouting the slogan of 'Jai Shri Ram' has been shared on social media that�"
,Twitter,"A video is viral on social media. In the video, the police is raising sticks on some people. This video is being shared as UP. Claimed�"
,Twitter,Two videos of a crowd of Muslim community who take out a procession on social media are being shared. It is being claimed that the Muslim country of the UK is Islamic state�
,Twitter," A video is viral on social media. In the video, a person is giving a speech on stage and saying that till date in Uttar Pradesh, any such IPS, PCS or�"
,Twitter,"Hitendra, the national convenor of the Dalit wing of the Congress, tweeted a broken bridge on 22 October. While tweeting, he claimed that Ajit in Ahmedabad�"
,Twitter,A message is being shared a lot on WhatsApp. It has been claimed that the government is bringing 'Pradhan Mantri Ramban Suraksha Yojana' in which everyone on registration�
,Twitter,Rajya Sabha member and former Environment Minister Prakash Javadekar tweeted a video of a train carrying coal claiming that the supply of coal of power plants�
,Twitter,Tata Sons made a bid of Rs 18 thousand crore for Air India. This airline was established by JRD Tata in 1932. At that time Tata Air�
,Twitter,"On October 15, ISKCON Noakhali's Twitter handle tweeted that a temple in Noakhali, Bangladesh was vandalized and his devotees were attacked�."
,Twitter,"Home Minister Amit Shah addressed BJP members at a worker conference in Goa on 14 October. During this, Amit Shah made several claims in which one claim�"
,Twitter,"A video is being shared a lot on social media. In this, 2 people are seen attacking one person with weapons. Claiming while sharing this�"
,Twitter,"Sudarshan News tweeted a video on 16 October. In the video, the person is beating a boy. It is claimed that a Christian teacher in Tamil Nadu has made one�"
,Twitter,The video of kidnapping an employee from a petrol pump is viral on social media. The video shows that the petrol pump worker fuel in a black car�
,Twitter,A video clip on social media has been shared with the claim that it is from Kashmir. The quality of the video is not as good as well as in the background�
,Twitter," On October 14, BJP spokesperson Sambit Patra tweeted a video of 1 minute 40 seconds. There are two parts in this video. In the first video, Priyanka Gandhi Vadra, Chhattisgarh�"
,Twitter,Two pictures have been shared from several social media accounts after many Hindus and some Sikhs were killed in the violence against Kashmiri citizens. both�
,Twitter,"On October 13, Defense Minister Rajnath Singh claimed that Hindu Mahasabha leader Vinayak Damodar Savarkar on the advice of Mahatma Gandhi to the British government on the advice of a mercy petition�"
,Twitter,"Richa Rajput, the social media head of the Bharatiya Janata Yuva Morcha UP, shared a picture and claimed that the Yogi government for the policemen who keep Navratri fast�"
,Twitter,Delhi Chief Minister Arvind Kejriwal expressed concern over the power crisis due to lack of coal. Arvind Kejriwal also gave a letter to Prime Minister Modi about this�
,Twitter,"A video is viral on social media. In the video, some people wearing army uniforms are coming on stage and throwing their medals. And together in Iraq and Afghanistan�"
,Twitter,"Some Chinese soldiers allegedly infiltrated in Arunachal Pradesh. After this, there was talk of detaining some Chinese soldiers by Indian soldiers�"
,Twitter,"A video is being shared on social media, in which a person wearing a turban is seen completing the method of accepting Christianity. Claimed�"
,Twitter,A video is viral on social media in which an Indian Army soldier was seen talking to a group of Sikhs to cross his military convoy�
,Twitter,"A video is viral on social media. In the video, people are talking about boycotting Pakistan economic. This video is being shared as London�."
,Twitter,Prime Minister Narendra Modi was on a three -day visit to Uttar Pradesh to inaugurate 75 urban projects. To talk to PM on video call on 5 October�
,Twitter," A video of Sikhs is being shared on social media, raising slogans against Narendra Modi and supporting pro -Khalistan flags. In addition to slogans in the video,�"
,Twitter,A video is viral on social media. The video shows an e-rickshaw that runs in the midst of waterlogging which overturns in a while. Claimed�
,Twitter,"A video of Lakhimpur violence is being shared on social media, in which 3 vehicles allegedly passed through the farmers performing in Lakhimpur Kheri�"
