Snippet,Category,Date
"Julian Assange to Speak Prerecorded RT Interview (11/5/16) 11/03/2016 
In today’s video, Christopher Greene of AMTV reports on a prerecorded Julian Assange interview to be aired prior to the U.S. Election on Saturday November 5, 2016. Start Your FREE 14-day trial! Juror explanation for Ammon Bundy verdict 11/03/2016 OREGONLIVE Juror 4 has so far provided the only public explanation of the behind-the-scenes discussions that led to t ... Doug Casey: A Civil War Could Be in the Cards After the Election 11/03/2016 LEW ROCKWELL (Source: The 2nd American Civil War by Richard Hubal, via MN Artists) Nick Giambruno: The US preside ... Putin grants Steven Seagal Russian citizenship 11/03/2016 DAILY MAIL President Vladimir Putin signed off Thursday on a decree granting Russian citizenship to American action her ... AMTV Archives",Foregin,
"November 2015 Ads Watch: Israel Loving Hollywood Actor Just Issued Major Plea To America In 3 Minutes That’ll Rock The Election Oct 27, 2016 Previous post 
In an impassioned reminder that the freedoms and safety enjoyed by millions of Americans are at risk, actor John Voight has issued a clarion call for voters to save their nation by preventing Democratic presidential nominee Hillary Clinton from being elected. 
“We were once a country of freedom, and now we are becoming a country of tyranny. We are witness to our own people burning down and looting our own cities: Ferguson, Milwaukee, Orlando, Baltimore,” said Voight in a new video. “We are all witness to our own people killing our police.” 
Voight has said in the past that Republican presidential nominee Donald Trump stirs fear in his opponents because he “represents a form of freedom none of them ever saw before, and they are bewildered about it, and frightened about it.” 
Voight said terrorism has come to America’s shores under the policies of leading Democrats. 
“Islamic terrorists have killed thousands of people all over our country, and Hillary and Obama want to be politically correct and 
FOR ENTIRE ARTICLE CLICK LINK",Foregin,
,Foregin,
"Sure, “Saturday Night Live” has offered ample criticism of President Trump and his young administration. But in its latest episode, the program expressed confidence that he’ll be in office until at least 2018, long enough to see America decimated by an alien invasion force from the planet Zorblatt 9. After a palpable absence last week, Alec Baldwin returned to play Mr. Trump in the “S. N. L. ” cold open, which imagined him in a future year, visiting a military base and trying to dispense words of inspiration while the United States battles with an extraterrestrial adversary. It was an opportunity for a rousing “Independence Day”  speech. So how did he start? Mr. Baldwin  —   who, outside of “S. N. L. ,” has recently been hinting that he does not plan to play Mr. Trump in perpetuity  —   began by asking, “Who here loves Trump?” “I know this guy over here, he loves Trump,” he said, pointing at what turned out to be a charred corpse. A military officer played by the cast member Kenan Thompson told him, “The aliens are killing us, sir. They have the most advanced weaponized technology we’ve ever seen. What should we do?” The Trump character responded, “Here’s what we’re going to do. We are going to bring coal back, O. K.? We’re going to have so much coal, you’re going to say, ‘Where did all this coal come from? I never knew there could be so much coal. ’” Informed that the aliens had already vaporized the state of California, Mr. Baldwin answered, “So then I won the popular vote?” As Mr. Trump, he explained that the aliens had already been secretly living in the United States for hundreds of years. “Look, there’s one right there,” he said, indicating Leslie Jones. “And so is the woman next to her, right there,” he said, pointing at Sasheer Zamata. Asked where he was getting his information, Mr. Baldwin replied, “From a very reputable source, Infowars. It’s a radio show hosted by Alex Jones. You know he’s legit because he’s always taking off his shirt. ” When the aliens at last overrun the base and learn that Mr. Trump is president, one creature (played by Bobby Moynihan) declares, “Really? This is going to be so easy. ” A filmed segment shown later featured the guest host Scarlett Johansson as Ivanka Trump, in a commercial parody for her own brand of perfume. A narrator pitched the product in a whispery  : “She’s Ivanka. And a woman like her deserves a fragrance all her own. A scent made just for her. Because she’s beautiful. She’s powerful. She’s complicit. ” The narrator added, “She doesn’t crave the spotlight. But we see her. Oh, how we see her. ” (At the same time, Ms. Johansson was shown looking in a mirror and applying lipstick, seeing the reflection of Mr. Baldwin as Mr. Trump, performing the same action.) A final   for Complicit described it as “the fragrance for the woman who could stop all this, but won’t. ” (“Also available in a cologne for Jared,” the narrator said, in a reference to Ms. Trump’s husband, Jared Kushner.) During a   segment on “Weekend Update,” Kate McKinnon reprised her role as Attorney General Jeff Sessions, seated side by side with Senator Al Franken (Alex Moffat) the Minnesota Democrat and “S. N. L. ” alumnus who has said that Mr. Sessions may have perjured himself in his responses to Mr. Franken’s questions at his confirmation hearing. As Mr. Sessions, Ms. McKinnon said, “People don’t realize this, but Al and I are actually great friends. ” In the past, she said, she took him   rafting, and, in return, “Al showed me Jew stuff. ” (“We had lunch at a deli, Jeff,” Mr. Moffat replied in an imitation of Mr. Franken’s dry delivery.) Mr. Moffat tried to get Ms. McKinnon to clarify her testimony: “I’m just a simple country laaaaar,” she explained. “Are you saying lawyer or liar?” he asked. For good measure, “Weekend Update” concluded with Pete Davidson taking potshots at various people associated with the Trump administration, including the White House adviser Stephen Miller (“He tries to project strength,” Mr. Davidson said, “but he looks like Fredo Corleone had been even sicker as a child”) and Sarah Huckabee Sanders, the deputy White House press secretary (whom Mr. Davidson called “one of those sweet Southern girls that you marry if you’re gay”). Last week, the president’s son Donald Trump Jr. responded playfully to his portrayal on “S. N. L. ,” writing in an Instagram post, “if you ever need a Don Jr fill in I’m available. ” There were no immediate responses to this week’s episode from President Trump or the population of Zorblatt 9.",Foregin,
"Man who ‘doesn’t care’ about election acting like some sort of Buddha 08-11-16 A MAN is irritating his colleagues by being self-consciously indifferent to the presidential election. Tom Booker, an accounts administrator from Maidstone, is rising above the frantic speculation with an annoyingly philosophical approach like he is some sort of mystical guru. Co-worker Nikki Hollis said: “The office is rife with chat about whether Donald Trump is going to annihilate us all by declaring war on China, or if Hillary Clinton is actually a robot controlled by the Illuminati, but Tom won’t join in. “He just gives this beatific smile and says something like ‘guys, it’s out of our hands’ or ‘it’s up to America to make their choice’ and then changes the subject. “He won’t even join in with our misty-eyed chat about how much we admire Barack Obama and secretly fancy Michelle. “I used to think he was just a laidback guy, but his lack of hysterical overreaction is making me suspect he voted for Brexit.” Booker said: “I just think they need to chill out. Also, I don’t understand politics and don’t want anyone to realise.” 
Save",Foregin,
"Congresswoman Marsha Blackburn told Breitbart News that she hopes for the elimination of net neutrality with a Republican Congress and administration. [“I think that the chairman will move through the vote process and rescind the order and if that’s the way the chairman wants to proceed I am fine with that,” Blackburn explained of the Federal Communications Commission. “I think that the marketplace would appreciate it if there was a clean repeal of that order. It would get rid of Title II (public utility regulation). Then we can focus on   regulation and preservation of an open internet, and focus on cybersecurity provisions and broadband expansions, and maybe focus on getting spectrum auction right. ”  Congresswoman Blackburn discussed paid prioritization, in which content providers such as Netflix can pay Verizon to better handle its bandwidth. YouTube and Netflix, at peak hours, use half of the bandwidth in the United States. Congresswoman Blackburn said that the best way to handle this issue involves “content distributers and Internet service providers work[ing] this out at the negotiating table. ” Congresswoman Blackburn discussed the broadband internet’s importance to the economy, saying, “Rural broadband is the top education, economic development, and healthcare access issue in my district. I have 16 rural counties, and you do not get economic development and you cannot utilize telemedicine and remote monitoring and you cannot recruit companies and factories without consistent and steady broadband access. ” She told Breitbart News, “When it comes to broadband investment, you know this administration cannot achieve its goals for economic growth without broadband investment. It is the infrastructure issue of this decade. ”",Foregin,
"How To Attach A Year-Round Greenhouse To Your Own Home Nov 4, 2016 2 0 Self-sufficiency. We often picture it as living in this off-grid shack, far away from civilization. But what if you could bring everything you need to live a self-sufficient, abundant life straight to the comfort of your own home? The Solution Era team who brought us the Green House of the Future just made this lifestyle more accessible by teaming up with the renowned and award-winning engineer Luc Muyldermans to design a year-round passive solar greenhouse that you can connect to your own home. If this sounds like a dream to you, you can now make it come true. Check this out! 
Greenhouse of Abundance and Food Self-Sufficiency is a captivating and formative online course where the best information and tools are provided so that all may create their own self-sufficient and abundant lifestyle. 
It includes: 
1. All the required information to master the conception and construction of an abundance greenhouse. 
2. All of Luc’s secrets for producing fresh and local food, all year long in a northern climate with very little work and no heating costs. 
3. Tools allowing you to choose the ideal location for your greenhouse or your gardens. 
4. Plans and technical details of Luc’s greenhouse ( in 2D and 3D ) for those who would like to assign the construction to a local carpenter. 
5. Their SAFE support will allow you to ask questions directly to the team and Luc himself as well as connect, discuss and collaborate with other participants. To share this essential knowledge throughout the world, Solution Era needs your contribution to complete the course videos, edit the content and translate the material. Let’s support their amazing efforts in creating a healthier and more sustainable world for generations to come!",Foregin,
"Go to Article Wow! Milwaukee’s Sheriff David Clarke nails it again! “[President] Obama is like a tenant who has been evicted from a property, and he’s going to trash the place on the way out the door just out of spite. So, nothing would surprise me from Obama in these waning days.” — Sheriff David Clarke  ",Foregin,
"45 Weird Bans on Women in Iran Gender apartheid in the Islamic Republic. October 27, 2016 Dr. Majid Rafizadeh 
Under Iran’s Islamic laws, women are prohibited from performing basic day-to-day activities. I had firsthand experience of witnessing many of these strange and bizarre bans while living in Iran and other Muslim countries. Millions of women, including my relatives in Iran and Syria, continue to face these injustices. Some of the following rules, which are derived from Iran’s Islamic constitution and moral police codes, were recently reported on by Deutsche Welle Farsi . They exist in may other Islamic countries as well: 
1. Women are prohibited from taking selfies with soccer players. Specifically, Iran’s “moral committee” has banned women from taking selfies with famous soccer players. 
2. Iranian women are prohibited from riding bicycles. Iran’s Supreme Leader, Ayatollah Ali Khamenei, recently issued an Islamic fatwa regarding officially banning women from riding bicycles. He argued that ""riding bicycles often attracts the attention of men and exposes the society to corruption, and thus contravenes women's chastity, and it must be abandoned,” according to Iran’s state-run media. 
3. Coffee shops are prohibited from hiring women. According to Iran’s police, women are banned from working in any cafés. 
4. Iranian Muslim women cannot marry non-Muslim men. But Iranian Muslim men can marry non-Muslim women. 
5. It is forbidden for women to wear boots over their pants. (Why? I am not sure what is Iran’s Islamic logic behind this.) 
6. Women are not allowed to wear hats instead of veils to cover their hair. 
7. Women are not allowed to wear tight clothes that show their body curves. 
8. Women are prohibited from wearing tight clothes for swimming. 
9. Women are forbidden from changing their religion or criticizing Muhammad, Allah, the Supreme Leader and other Muslim leaders. 
10. Women are prohibited from entering sport stadiums and watching men’s sports. 
11. In Iran, buses and subways are divided in two sections. The larger front section is for men, the smaller back section is for women. Women are prohibited from entering the men's section even if there are no seats left in the back and there are plenty of empty seats in front of the bus. 
12. According to Iran’s moral police, women are banned from wearing leggings. 
13. Women are prohibited from showing strands of their hair on any side. Article 683 states: “Those women that appear in the streets and public places without the Islamic hijab, shall be sentenced from ten days to two months’ imprisonment or fined from fifty thousand to five hundred thousand Rials.” 
14. Women are banned from going camping with men. 
15. Any kind of contraceptive surgery is not allowed for women. 
16. Women are banned from entering coffeehouses or smoking hookah. 
17. Women are not allowed to initiate divorce. Men have the right to do so. 
18. According to Iran’s family code, women cannot travel abroad except with the permission of their custodian or natural guardian (husband, father, etc.). They also cannot obtain a passport without the consent of their husbands. 
19. Women are banned from wearing clothes with writing on them. 
20. Women are banned from taking their hijab off in any sport event, including in the Olympics. 
21. Iranian women are prohibited from pursuing education in some academic fields. Iranian regime's oil minister argued that “education of women in the field of operations such as drilling and processing and so on that require (physical) activities in operational areas and sites is useless and these are masculine (men’s) jobs.” 
22. Women are not allowed to work in any occupation if their husband disagrees with it. Article 1105 of the Civil Code states, “In relations between husband and wife, the position of the head of the family exclusively belongs to the husband.” In addition, when it comes to employment laws, Article 1117 of the Civil Code indicates, “The husband can prevent his wife from an occupation or technical profession which is incompatible with the family’s interests or the dignity of him or his wife.” 
23. Women are banned from receiving the same amount of inheritance as their male relatives. Even if a husband dies, the wife will receive only one-eighth of the inheritance if she has a child. 
24. Women are forbidden from having any physical contact with men, including shaking hands. 
25. Women are banned from becoming a Supreme Leader. 
26. Girls, as young as 9 years old, are not allowed to object to their parents decision to marry them off. 
27. Women are not allowed to object to their husband’s requests for sex. The law of Tamkin means women’s submission, obedience, full accessibility and unhampered sexual availability to her husband. Sexual availability is considered a woman’s duty and a man’s right. 
28. Women are not allowed to bring lawsuits if they are raped, unless they have four witnesses. 
29. Women are banned from socializing or dating men. 
30. Women are banned from attracting attention in public through “flamboyant behavior” such as laughing loudly. 
31. Women are not allowed to show any part of their skin except the face. It is encouraged to cover the face as well. 
32. Women are not allowed to have any kind of alcoholic drinks. 
33. Women are not allowed to dance. 
34. Women are forbidden from being lesbian. Sex between two women is adultery and the punishments range from stoning to execution. 
35. Women are banned from listening to “forbidden” music. 
36. Women are not allowed to have pets, such as a dog. 
37. Women are banned from adopting except if they have a husband and he agrees to do so. 
38. Women are prohibited from gambling in any kind of event. 
39. Women are banned from having sex or marrying a man up to five or six months after their divorce. 
40. Women are prohibited from having tattoos. 
41. Women are not allowed to have premarital relationships with men. 
42. In many of Iran’s provinces, women are banned from performing music on stage. 
43. Women are banned from being judges. 
44. Women are banned from striking their husband, but men are allowed to do so in some circumstances. 
45. Women are not allowed to show their jewelry in public. 
Some women continue to defy these rules, but many face severe punishment and discrimination for performing some of these normal day-to-day activities. We need to raise our voice in helping Muslim women in Iran and other Muslim countries who desire to experience freedom, social justice, equality, and do not want to be subjugated, dehumanized, treated as second class citizens, or solely as sexual toys for men.",Foregin,
Ludicrous...,Foregin,
"Leave a reply 
Mike Adams – My fellow Americans, we are watching history unfold before us with such sound and fury that we are likely to never witness comparable events again in our lifetime. As of today, I am now convinced that the deep state has turned on Hillary Clinton and will unveil damning in the next few days that will end the Clintons’ reign of terror over America and collapse her bid for the presidency. 
The mainstream media, of course, will never report this news for the simple reason that they are the propaganda arm of the criminal Clinton cartel. As such, they will lie to the public to the bitter end, even as the Clinton Titanic sinks with all of them on board (in deep, frigid waters, no less, with no more lifeboats to be found). 
The so-called “deep state”— the powerful insiders who really run the intelligence services and inner layers of untouchable bureaucracy — has decided Hillary Clinton is too damaged to defend any longer . Even if she were to win by stealing the election, she would be so mired in criminal investigations and political illegitimacy that she would rip the nation to shreds while fighting for her own political survival. 
It has now been decided, I believe, that Hillary Clinton will be taken out of power by releasing criminally damaging emails which have long been held by the NSA and FBI. This will likely happen before the coming weekend. Once that is accomplished, the next goal will be to wait for President Trump to take office, then destroy the U.S. economy through a controlled, global debt collapse so that Trump can be blamed for the near collapse of western economies. (Remember: The deep state isn’t pro-Trump. They’re still all about defending the establishment. But Hillary is one bridge too far for even the statists to stomach…) 
Instead of allowing Hillary Clinton to take power and destroy America from the top, in other words, deep state power brokers have reverted to “Plan B” which is to let Trump take the White House, then destroy America through the controlled demolition of its currency and economy. This is simpler than it sounds. Bringing down the debt pyramid of a nation carrying nearly $20 trillion in national debt isn’t exactly rocket science. All they have to do is stand back and stop manipulating the markets and stop printing new money for a few months while raising interest rates. Monetary gravity will do the rest… 
In the mean time, Hillary Clinton and a long list of her co-conspirators are going to find themselves charged with obstruction of justice , lying under oath, destruction of evidence, conspiracy, corruption and other serious charges that will lead to serious prison time for many. 
The criminal racket of the Clintons is about to implode. The participants will be charged under the RICO Act for “racketeering” activities, for which ample evidence already exists. A new video from Steve Pieczenik describes some of this 
In this video, intelligence insider Steve Pieczenik lays out how high-level intelligence insiders are now working in concert to “reverse the Clinton coup” that’s attempting to take over America and destroy it from within. 
Even if you don’t believe Pieczenik — and I fully realize he’s controversial in his own way — this short video is a very important “must watch” explanation to know what people in the intelligence community are doing…“we’ve initiated a counter-coup…” 
The Clintons are going to go “full murder” in a last ditch, desperate effort to save themselves 
Beware of what may yet unfold in the coming days. Like a cornered wild animal, the Clintons are extremely dangerous when they realize they have nothing to lose by going “full murder” in an attempt to save themselves. 
I will not be surprised the least bit if bodies of people in high places start piling up over the next week. Watch for news reports of mysterious car crashes, swimming pool accidents or “natural” deaths involving people like James Comey, who’d better have armed security personnel around him at all times. 
Look for desperate measures such as the Clintons attempting to blackmail Obama, Comey or anyone who they think might serve as leverage to save their own skins. We might also see desperate false flag attacks unfold in the next few days, although that’s increasingly unlikely since it seems the Clintons are now on their own (they would need the assistance of Obama to pull off another Sandy Hook, you see). A deal has already been struck with Obama 
Most likely, deep state operatives have already struck a deal with Obama to avoid prosecuting him for his own serious crimes as long as he stays out of the way as Hillary Clinton’s head is served up on a platter. This likely explains why Obama is now publicly saying he trusts Comey (and refuses to go to bat for Hillary). There’s no love lost between Obama and the Clintons (remember 2008?). 
As all this is going down, the propaganda ministry of the Clinton regime — CNN, NYT, Washington Post, etc. — is going to explode into an all-out “bat-s##t crazy” conspiracy theory phase where they blame the Russians, extraterrestrials, Bigfoot and the Loch Ness Monster for everything that’s imploding around the Clintons. Mainstream media news reports are going to increasingly sound like sociopathic babble from crazy people grasping at whatever outlandish theories they can invoke. Maybe crop circles were created by the Russians as a secret code to Wikileaks and Donald Trump, eh? 
Meanwhile, conspiratorial operatives like George Stephanopoulos fully realize they are probably going to jail for collusion and sedition , so they have nothing left to lose by desperately trying to put Hillary in the White House via any means at their disposal, including totally faking negative news against Donald Trump (which is, of course, the entire news mission of CNN at this point, a disgraced propaganda network run by anti-American traitors). If the vote is stolen for Hillary Clinton, all hell breaks loose 
Should the globalist Soros operators manage to steal the vote, bribe the electoral voters or rig the black box voting machines sufficiently to place Hillary Clinton in the White House, all Hell breaks loose across America : • The FBI goes into full indictment mode to push criminal charges for the Clinton criminal regime. • Donald Trump launches a massive legal challenge to the election outcome, dispatching an army of lawyers to level a vast assortment of charges involving coordinated voter fraud, the rigging of voting machines, the attempted bribery of Electoral voters and so on. • The U.S. military revs up its plans for an armed military coup to depose Clinton and restore democracy. This one should be especially entertaining to watch unfold if it gets activated… (and yes, YOU will beg for a short-term military dictatorship as long as they promise to depose Clinton and restore open, fair and free elections). • Armed U.S. citizens prepare for a massive march on Washington to take back their democracy and restore a lawful society where the political elite don’t get away with corruption, fraud and murder. Expect this march to be joined by police officers and federal law enforcement officials of all kinds. • The NSA likely goes into “full dump” mode to unleash every scrap of damning criminal evidence against Hillary Clinton. This will likely be joined by CIA assets who already have the goods on the Clintons and their “Lolita Express” pedo joy rides. • Wikileaks, Anonymous and every former NSA analyst goes into “destroy the Clintons” mode and begins to hack and expose every last shred of email evidence ever possessed by the Clintons and anyone close to them. Anonymous alone has enough technical clout to accomplish this with little or no outside help. (I expect Kim Dotcom to be aiding this entire effort as well, as he rightly holds extreme hatred toward Hillary Clinton… as do we all, come to think of it.) • The establishment Republicans in the U.S. Congress will, as usual, meekly surrender to the democrats, pulls down their britches and bend over to prepare to take it in the rear because that’s what they do best when the going gets tough. Totally useless politicrats like John McCain can’t get their pants around their ankles quickly enough when democrats start accusing them of something. These useless heaps of human baggage will be tossed out of Washington as the revolution unfolds, replaced with individuals who actually honor the U.S. Constitution (like Rep. Louie Gohmert). I root for all groups working to save America and expose the criminal politicians 
Bring out the marshmallows and weiners, folks: This is going to be the most bizarre campfire front row seat to U.S. history that anyone has witnessed in over 200 years. Try not to trip and “face plant” into the flames as all this unfolds. It might be a smart idea to have some preparedness supplies at the ready, since no one really knows just how nasty this is all going to get. (And thank God Hillary doesn’t have her fingers on the nuclear launch codes, or she’d probably launch them just to change the narrative…) 
As for me, I’m with anybody who’s trying to save America , restore democracy and throw the establishment criminals in prison. Like almost everybody else, I’ve had enough of the lies, the corruption, the media deceptions and the incessant blood sucking parasites in Washington D.C. who are too arrogant and stupid to realize just how much they’re universally despised. The revolution is ON. Anonymous, Wikileaks, Project Veritas, the FBI and the NSA have all been activated. There’s no stopping them now, and all the details of all the crimes of the Clintons are about to spill onto the stage of history, dirty deeds and all. 
Be warned, you are probably not psychologically prepared for the truth about what the Clintons really are. You will probably vomit. SF Source Natural News Nov. 2016 Share this:",Foregin,
"Region: USA in the World When countries are in trouble they always react the same way. If they have economic troubles their governments take ever greater control of the public finances, whether through austerity or centrally-dictated spending programmes. When there is civil strife the government calls out the army and restricts liberties to regain control of the situation. When wars are taking place elections are cancelled so the government of the day remains in power to deal with the conflict. These measures have the effect of entrenching the “Establishment”, whoever that may be at a given time, and excluding others. People can only play a part in addressing the problems of the country at the whim of the Establishment, with appointments replacing elections in many such scenarios. Only when the Establishment is secure does it allow greater freedom of debate, action and participation, which are regarded as the hallmarks of stable countries . Now Donald Trump has been elected President of the United States on an avowedly anti-Establishment platform. He tapped into those disaffected by the political system and found the issues on which he could make the most noise. That in itself was a virtue with the constituency he was trying to attract. Too many people have become disaffected with politics everywhere because someone has decreed certain views to be unacceptable, without giving a reason why, and Trump was only too happy to give voice to those who have been told that their views don’t entitle them to one. But is Trump’s election the democratic revolution he claims? Does it actually give a voice to the voiceless and power to the powerless? In order to exercise any power President Trump will have to do all the things he accuses his opponents in the Establishment of, but worse. For a while he might get away with it, but he will never have the resources to win in the longer term. All we will have is the methods, with no returns: Establishment oppression on a scale beyond the worst nightmares of the enforced nobodies who now think they are somebody, but are in fact Donald Trump. Who do you think you are? As it turned out, Hillary Clinton failed to get past a problem she would not have had as a Republican. If you are on the conservative end of the political spectrum you are expected to act like you belong in power when you have it. People in more progressive parties claim to represent the interests of the broad mass of people who will never be rich and powerful. If they stay in power for too long, they create a distance between themselves and that mass which erodes their natural support. Hillary Clinton has been a national figure in the US for a generation. Her accession to the Democratic nomination was seen as almost dynastic, a factor which harmed Senator Edward Kennedy when he ran for the Democratic nomination against Jimmy Carter in 1980. She was referred to as the “Establishment candidate” throughout the campaign, particularly by members of her own party who preferred socialist Bernie Sanders, who complained throughout the primary process that the voting was being rigged and that the media were falsely reporting that she had won the nomination before it was mathematically certain . For a Republican, all this would play well, except in extreme circumstances such as Watergate. For a Democrat it was bound to depress enthusiasm in the party’s voter base, and either drive it to another candidate or persuade it to stay at home, particularly when enough scandal attaches to Clinton as it is due to her business and government dealings. Clinton was about her nice office in Washington, not the problems of real Democrats. Keeping her there would have solved nothing. This was seen most clearly in Wisconsin, a traditional Democratic mainstay which voted for Trump despite the fact exit pollsters were showing that a large numbers of voters greatly disliked both he and Clinton . Many of those who disliked Trump still voted for him because they felt disliked themselves by politicians such as Clinton, who had let them down more than a newcomer had been able to do. He was “the-none-of-the-above” candidate from early on in the primary election period. Poacher turns gamekeeper Whether Trump would have got anywhere near the Republican nomination had there been a Republican president for the last eight years is unlikely. Only as an outsider could he gain any traction within a party which thinks of itself as the natural party of government, and would pick an insider every time to maintain its hold on power. The Republican Party will remain largely embarrassed by Trump, despite his victory. He may be the voters’ idea of a president, but he isn’t what Republican politicians see as a Republican president. As the Huffington Post published underneath every article about Trump from January until election day, “Donald Trump regularly incites political violence and is a serial liar , rampant xenophobe , racist , misogynist and birther who has repeatedly pledged to ban all Muslims – 1.6 billion members of an entire religion – from entering the US.” Ask most Republican Congressmen, who control both houses, whether this describes a Republican President and you know what the answer will be, though Trump himself revels in such depictions. Well before the end of his term Trump will have become the Establishment himself. So to achieve anything in the checks and balances system the US has he will either have to carry the party and the military-industrial establishment with him, and become more embedded than Clinton is to do it, or try and purge the very many who will oppose him. Throughout his “business career”, if repeated bankruptcy, con, robbing of contractors and tax avoidance can be dignified with such a term, Trump has relied on bluster and a stubborn refusal to face reality to prosper. Whether he can get away with that with the military and intelligence staff who have ruined America’s global reputation with impunity is another matter. Presidents who spent lifetimes working the system have not been able to control the CIA or the industrial and media barons. If Trump tries, he will have to exert extreme control to do it, and become more exclusive than the Establishment itself. Jimmy Carter was elected in 1976 as an antidote to a corrupt political establishment. Despite his long years of public service, he was discarded four years later for being exactly what he was elected to be – a good man out of his depth in murky Washington. Trump has never held any elected office. Is he going to take on those same forces and turn them into public servants? More than he can chew out 
One of Trump’s selling points with poorer Americans is that he pledged to stop US involvement in costly foreign wars. In particular, he said he could work with Russia and saw no need for the continual war rhetoric coming out of every Western government. Obviously this plays well with those who can’t afford to feed their families. The money will be spent on them, not bombs. But is it even possible to reduce the US military commitment, with so many bases, so many troops employed, so many weapons which will be manufactured and sold regardless? Trump may well find that the best way to stop foreign wars is to buy up all the weapons so that potential enemies don’t get them. The War on Terror would greatly diminish if the US didn’t supply arms to its favourite terrorists whilst pretending to fight them. But there is a vast industry devoted to maintaining armament and troop levels, which can only be justified by fighting wars against enemies real or imagined . So how would Trump go about achieving such a goal? Trump and his supporters are sons and daughters of the Bolsheviks. Convinced they are right, they think they can say what they like, do what they like and everyone else just has to put up with it because any opponent is part of the corrupt Establishment. It is no coincidence that Nigel Farage, former leader of UKIP and the main proponent of the UK leaving the European Union, has described Trump’s victory as a “ Supersized Brexit . Farage’s supporters behave the same way: everyone they don’t like hasn’t got the right to an opinion anymore, because they lost, and were inherently bad to begin with. Based on all we have seen so far, if someone stands in the way of Trump’s ambitions as president they will be told that they are holdovers from a corrupt system, serving masters who are now enemies of the people, and must therefore be removed. In order to get rid of them he would have to use extralegal measures in many cases, and deny them an opinion or another job. The “people” Trump would be referring to are the dispossessed whose votes he courted, who by definition don’t have levers of power of their own. It hardly gives those people more power to demonise certain individuals on presidential say-so, but that is all Trump has offered so far, or may ever be capable of offering. Trump has enjoyed spreading hatred of various minority groups. As many commentators have pointed out, he has broken all the usual rules of presidential candidate conduct and got away with it. But this simply makes anyone a potential victim, and encourages such behaviour to go on unchecked. A system which was there long before a here-today-gone-tomorrow politician has all the levers his supporters don’t to maintain itself. But if attacked, it will have no alternative but to fight fire with fire. A battle for control fought behind the scenes would empower Trump’s supporters even less, whilst not addressing the specific problems which made them see Trump as the solution. Not beating them, only joining them This presidential election campaign was the ugliest within living memory. This played into Trump’s hands: it brought those who were told they couldn’t behave like that into the mainstream, and Trump as the outsider reaped the benefit. But it also created the expectation that this will be followed through: if you start such a process, you are expected to finish it. A poll taken just before Election Day showed that if Bernie Sanders had been running against Clinton and Trump he would have won by a landslide . Sanders supporters remain angry that he was denied the nomination by what they thought was an establishment fraud. Now Clinton has lost, they will make further efforts to ensure that anyone with Clinton credentials is neutralised so that they can present a more credible candidate in 2020, and will have much moral weight and grassroots sympathy behind this effort. As Clinton supporters will fight back in the same terms, the Democratic Party is likely to spend the next four years fighting itself rather than Trump, trying to exclude its own members in the same way Trump supporters want to get rid of everyone they don’t like. The Republicans have the same problem. Trump was as offensive to his intra-party opponents as he was to Clinton. Those who think themselves “real” Republicans will be emboldened by the pro-Sanders Democrats to seek to reclaim the party and its voters from the Trump constituency in the same way. This will generate more exclusion and counter-exclusion, even through Republican Congress versus Republican President battles, with each trying to show themselves to the public as More Republican Than Thou. Both Trump and Sanders supporters will now feel that they are the new “Establishment” because they have been backed by their respective publics to overthrow the old one. Though both Trump and Sanders were the none-of-the-above candidates, they will be the above from now on. To justify their initial behaviour, and satisfy their support, they will have to be even worse Establishments than the ones they have removed, more intolerant, more exclusive …more arbitrary. If the old guard is going to come back, they will have no choice but to adopt the same tactics. The choice at the next election will be between groups of battle-hardened intolerants who are more interested in serving their friends and stuffing their enemies than in the disaffected people in their midst. Trump has not overthrown the failed political Establishment and methods which created the disaffection he has exploited, he has confirmed their validity. Trump may change the personnel, but the Establishment will be the same animal, all the more dangerous for its delusions to the contrary. Seth Ferris, investigative journalist and political scientist, expert on Middle Eastern affairs, exclusively for the online magazine “ New Eastern Outlook ”. Popular Articles ",Foregin,
